,Control.vs.Treated.Gene,Control.vs.Treated.mRNA_logFC,Control.vs.Treated.mRNA_FDR,Control.vs.Treated.Change_type,Control.vs.Treated.P.value,Control.vs.Treated.FDR,Control.vs.Treated.Direction
436,ADSS,0.147405285921588,1,translational_only,0.454512014944943,1,1
437,ADSSL1,0,1,translational_only,NA,NA,1
438,ADTRP,-0.117784839581185,1,translational_only,NA,NA,1
439,AEBP1,0.426108606485997,1,translational_only,NA,NA,1
440,AEBP2,-0.145327512210615,1,translational_only,NA,NA,1
441,AEN,-0.644653195482615,1,translational_only,NA,NA,1
442,AES,0.533046807665094,1,translational_only,0.394569897761498,1,-1
443,AFAP1,1.3898880345764,1,translational_only,NA,NA,1
444,AFAP1-AS1,0.071674175918392,1,translational_only,0.697828241574304,1,-1
445,AFAP1L1,1.62363847626761,1,both,NA,NA,1
446,AFAP1L2,0,1,translational_only,NA,NA,1
447,AFF1,1.12441271347336,1,translational_only,NA,NA,1
448,AFF2,0.817926832947922,1,translational_only,NA,NA,1
449,AFF3,-0.328967914804183,1,translational_only,0.646137110876275,1,1
450,AFF4,0.168785862170285,1,translational_only,0.690340932464298,1,-1
451,AFG3L1P,0.813220816390247,1,translational_only,NA,NA,1
452,AFG3L2,-0.167154873547472,1,translational_only,0.914420354674016,1,1
453,AFM,0,1,translational_only,NA,NA,1
454,AFMID,0.230034388029998,1,translational_only,NA,NA,1
455,AFP,0,1,translational_only,NA,NA,1
456,AFTPH,-0.053792006308357,1,translational_only,NA,NA,1
457,AGA,1.3253338033194,1,translational_only,NA,NA,1
458,AGAP1,-0.144262493373068,1,translational_only,NA,NA,1
459,AGAP1-IT1,-2.3830137037241,1,both,NA,NA,1
460,AGAP11,-0.608471704863543,1,translational_only,NA,NA,1
461,AGAP2,-0.368826703956109,1,translational_only,0.828812020264983,1,1
462,AGAP2-AS1,0.128838343302341,1,translational_only,1,1,1
463,AGAP3,-0.266417446383905,1,translational_only,NA,NA,1
464,AGAP4,-2.38301686189156,1,both,NA,NA,1
465,AGAP5,0,1,translational_only,NA,NA,1
466,AGAP6,2.26675660458269,1,both,NA,NA,1
467,AGAP7P,0,1,translational_only,NA,NA,1
468,AGAP9,0,1,translational_only,NA,NA,1
469,AGBL1,0,1,translational_only,NA,NA,1
470,AGBL1-AS1,0,1,translational_only,NA,NA,1
471,AGBL2,0,1,translational_only,NA,NA,1
472,AGBL3,-2.38398842077647,1,both,NA,NA,1
473,AGBL4,0,1,translational_only,NA,NA,1
474,AGBL4-IT1,0,1,translational_only,NA,NA,1
475,AGBL5,-0.221102417836602,1,translational_only,0.621763975796214,1,-1
476,AGBL5-AS1,-0.117787892479687,1,translational_only,NA,NA,1
477,AGER,-0.286011393075281,1,translational_only,0.200014641935321,1,1
478,AGFG1,2.32600090625001,1,both,NA,NA,1
479,AGFG2,0.714658992024514,1,translational_only,NA,NA,1
480,AGGF1,0.65791426179362,1,translational_only,NA,NA,1
481,AGK,0.168486692158869,1,translational_only,0.598857137080242,1,-1
482,AGL,0.237452155001743,1,translational_only,NA,NA,1
483,AGMAT,0.142943485081584,1,translational_only,0.940291984939765,1,-1
484,AGMO,-0.023331488764226,1,translational_only,NA,NA,1
485,AGO1,0.66119741470522,1,translational_only,NA,NA,1
486,AGO2,0.245058160319552,1,translational_only,NA,NA,1
487,AGO3,0.246317362838005,1,translational_only,NA,NA,1
488,AGO4,0.504450805283022,1,translational_only,NA,NA,1
489,AGPAT1,0.441932099308948,1,translational_only,0.365868632727071,1,-1
490,AGPAT2,0.423420207014641,1,translational_only,NA,NA,1
491,AGPAT3,0.894915082368437,1,translational_only,NA,NA,1
492,AGPAT4,0.258011573824119,1,translational_only,NA,NA,1
493,AGPAT4-IT1,1.0856929817126,1,translational_only,NA,NA,1
494,AGPAT5,0.800378602998869,1,translational_only,NA,NA,1
495,AGPAT6,0.096125475572177,1,translational_only,0.539594149400718,1,-1
496,AGPAT9,0.654005700096894,1,translational_only,0.443207627502302,1,-1
497,AGPS,-0.095358694755961,1,translational_only,0.730987377278148,1,1
498,AGR2,2.26675052079418,1,both,NA,NA,1
499,AGR3,0,1,translational_only,NA,NA,1
500,AGRN,0.039445144364123,1,translational_only,0.621574559670748,1,1
501,AGRP,0.510151567571006,1,translational_only,NA,NA,1
502,AGT,0,1,translational_only,NA,NA,1
503,AGTPBP1,0.1095248910673,1,translational_only,NA,NA,1
504,AGTR1,2.2667444509061,1,both,NA,NA,1
505,AGTR2,0,1,translational_only,NA,NA,1
506,AGTRAP,-2.38398763244936,1,both,NA,NA,1
507,AGXT,0,1,translational_only,NA,NA,1
508,AGXT2,0,1,translational_only,NA,NA,1
509,AHCTF1,-0.286091791369354,1,translational_only,0.090470740328519,0.845144553902854,1
510,AHCTF1P1,0,1,translational_only,NA,NA,1
511,AHCY,0.720918942625266,1,translational_only,NA,NA,1
512,AHCYL1,0.233199429319012,1,translational_only,0.621619715216274,1,-1
513,AHCYL2,0.084730715732759,1,translational_only,0.70978361260084,1,-1
514,AHDC1,0.801933878005872,1,translational_only,NA,NA,1
515,AHI1,0.544458622194547,1,translational_only,NA,NA,1
516,AHNAK,0.620067100872576,1,translational_only,0.027190838241401,0.530366320636959,-1
517,AHNAK2,0.206223327213538,1,translational_only,0.443589429125461,1,-1
518,AHR,-0.024617283707874,1,translational_only,0.25437596564737,1,1
519,AHRR,0.169335819397738,1,translational_only,NA,NA,1
520,AHSA1,-0.135454730197964,1,translational_only,0.063825855720151,0.736917031370583,1
521,AHSA2,0.36440403769156,1,translational_only,0.364076453500054,1,-1
522,AHSG,0,1,translational_only,NA,NA,1
523,AHSP,0,1,translational_only,NA,NA,1
524,AICDA,1.02055543410817,1,translational_only,NA,NA,1
525,AIDA,0.153778076472484,1,translational_only,NA,NA,1
526,AIF1,2.26673839482735,1,both,NA,NA,1
527,AIF1L,1.48271189876725,1,translational_only,NA,NA,1
528,AIFM1,0.4443931367129,1,translational_only,0.181602833438886,1,-1
529,AIFM2,0.619758208014892,1,translational_only,NA,NA,1
530,AIFM3,1.25101068384622,1,translational_only,NA,NA,1
531,AIG1,-0.117790941925482,1,translational_only,NA,NA,1
532,AIM1,0.3975349050956,1,translational_only,0.268738889985408,1,-1
533,AIM1L,0,1,translational_only,NA,NA,1
534,AIM2,0.320114381534351,1,translational_only,NA,NA,1
535,AIMP1,0.089546832609826,1,translational_only,0.99622633960672,1,-1
536,AIMP2,0.041925470880169,1,translational_only,0.79200803757325,1,-1
537,AIP,-0.096568889011125,1,translational_only,NA,NA,1
538,AIPL1,-0.749928906871498,1,translational_only,0.280230158767765,1,1
539,AIRE,1.21336886651716,1,translational_only,NA,NA,1
540,AIRN,3.11504365334987,1,both,NA,NA,1
541,AJAP1,2.26673235246694,1,both,NA,NA,1
542,AJUBA,0.261939941911811,1,translational_only,NA,NA,1
543,AK1,0.348840990311282,1,translational_only,0.320071560165267,1,-1
544,AK2,-0.104346817705862,1,translational_only,0.493201393677073,1,1
545,AK3,0.204518273025079,1,translational_only,0.748492296963977,1,1
546,AK4,-0.483919457307203,1,translational_only,NA,NA,1
547,AK5,-2.20019724420645,1,both,NA,NA,1
548,AK6,0.256807714830096,1,translational_only,NA,NA,1
549,AK7,0,1,translational_only,NA,NA,1
550,AK8,0.324092052172904,1,translational_only,NA,NA,1
551,AK9,-0.979123107823661,1,translational_only,NA,NA,1
552,AKAP1,0.244514484390414,1,translational_only,0.659139635463393,1,-1
553,AKAP10,0.72193764215461,1,translational_only,NA,NA,1
554,AKAP11,0.917898843457951,1,translational_only,NA,NA,1
555,AKAP12,1.09848263184524,0.265812918904199,translational_only,1.26621040474895E-06,0.00059949307163,-1
556,AKAP13,0.57768257890397,1,translational_only,0.037778056863721,0.58796256075428,-1
557,AKAP14,0.41118137868446,1,translational_only,NA,NA,1
558,AKAP17A,-0.185904703649207,1,translational_only,0.291267324671413,1,1
559,AKAP2,0,1,translational_only,NA,NA,1
560,AKAP3,-0.116868635601297,1,translational_only,NA,NA,1
561,AKAP4,0,1,translational_only,NA,NA,1
562,AKAP5,0.033803730122134,1,translational_only,0.124822655020252,0.951631209081856,-1
563,AKAP6,0,1,translational_only,NA,NA,1
564,AKAP7,-2.3830200090107,1,both,NA,NA,1
565,AKAP8,0.644767908738019,1,translational_only,0.166031640082966,1,-1
566,AKAP8L,0.633407414109832,1,translational_only,NA,NA,1
567,AKAP9,0.435630946952592,1,translational_only,0.154007338498781,1,-1
568,AKIP1,0.429637498374321,1,translational_only,NA,NA,1
569,AKIRIN1,0.327587273508166,1,translational_only,NA,NA,1
570,AKIRIN2,0.654244294464475,1,translational_only,0.09765735437054,0.86643867387014,-1
571,AKNA,0.17868121115115,1,translational_only,0.247229341804987,1,-1
572,AKNAD1,4.33066239798234,1,both,NA,NA,1
573,AKR1A1,-0.152574115586535,1,translational_only,NA,NA,1
574,AKR1B1,-0.083806639449188,1,translational_only,NA,NA,1
575,AKR1B10,0.056270498993101,1,translational_only,NA,NA,1
576,AKR1B15,0,1,translational_only,NA,NA,1
577,AKR1C1,2.26138704038361,1,both,NA,NA,1
578,AKR1C2,3.63404079125281,1,both,NA,NA,1
579,AKR1C3,-2.38398684597312,1,both,NA,NA,1
580,AKR1C4,3.10548981321731,1,both,NA,NA,1
581,AKR1C6P,2.266726323734,1,both,NA,NA,1
582,AKR1C8P,0,1,translational_only,NA,NA,1
583,AKR1D1,-0.032938098085528,1,translational_only,NA,NA,1
584,AKR1E2,0,1,translational_only,NA,NA,1
585,AKR7A2,0.122792367637014,1,translational_only,NA,NA,1
586,AKR7A2P1,-0.144073338087401,1,translational_only,NA,NA,1
587,AKR7A3,0,1,translational_only,NA,NA,1
588,AKR7L,0.246319120379777,1,translational_only,NA,NA,1
589,AKT1,0.204838690790167,1,translational_only,0.139686767664307,0.998553368833486,-1
590,AKT1S1,-0.256042940507444,1,translational_only,0.275465284266657,1,1
591,AKT2,0.587898161028363,1,translational_only,NA,NA,1
592,AKT3,-0.090058437204798,1,translational_only,0.394062526443791,1,-1
593,AKTIP,0.419345451736528,1,translational_only,0.506376244188207,1,-1
594,ALAD,0.447887760209301,1,translational_only,0.241962885733476,1,-1
595,ALAS1,0.069159927043902,1,translational_only,NA,NA,1
596,ALAS2,-0.142026351775102,1,translational_only,NA,NA,1
597,ALB,0,1,translational_only,NA,NA,1
598,ALCAM,0.493671757110008,1,translational_only,0.008663353031193,0.313324601294823,-1
599,ALDH16A1,-0.230808189334783,1,translational_only,NA,NA,1
600,ALDH18A1,0.188058727873192,1,translational_only,0.335116789785564,1,1
601,ALDH1A1,-2.38302314556265,1,both,NA,NA,1
602,ALDH1A2,0,1,translational_only,NA,NA,1
603,ALDH1A3,0.215510690065464,1,translational_only,0.637291955668055,1,-1
604,ALDH1B1,1.19402212012923,1,translational_only,NA,NA,1
605,ALDH1L1,0,1,translational_only,NA,NA,1
606,ALDH1L1-AS1,0,1,translational_only,NA,NA,1
607,ALDH1L1-AS2,0,1,translational_only,NA,NA,1
608,ALDH1L2,0.298834038411069,1,translational_only,NA,NA,1
609,ALDH2,-2.38398606133614,1,both,NA,NA,1
610,ALDH3A1,0,1,translational_only,NA,NA,1
611,ALDH3A2,1.0110918364341,1,translational_only,NA,NA,1
612,ALDH3B1,-0.430514193303065,1,translational_only,0.8375101565391,1,1
613,ALDH3B2,0,1,translational_only,NA,NA,1
614,ALDH4A1,1.23577490037747,1,translational_only,NA,NA,1
615,ALDH5A1,-0.148474839695934,1,translational_only,NA,NA,1
616,ALDH6A1,0.626530541135911,1,translational_only,NA,NA,1
617,ALDH7A1,0.15341850256525,1,translational_only,0.883084248094948,1,1
618,ALDH8A1,0.047069182325184,1,translational_only,NA,NA,1
619,ALDH9A1,0.170717816459616,1,translational_only,0.913147610209058,1,-1
620,ALDOA,-0.211476213292479,1,translational_only,1,1,1
621,ALDOB,1.01695080655938,1,translational_only,NA,NA,1
622,ALDOC,1.20196459180828,1,translational_only,NA,NA,1
623,ALG1,-0.276054935764172,1,translational_only,0.761618889577971,1,1
624,ALG10,0,1,translational_only,NA,NA,1
625,ALG10B,0.322997978239467,1,translational_only,NA,NA,1
626,ALG11,-2.3830262720404,1,both,NA,NA,1
627,ALG12,1.0002756103745,1,translational_only,NA,NA,1
628,ALG13,0.221392950455859,1,translational_only,NA,NA,1
629,ALG14,-2.38398366574255,1,both,NA,NA,1
630,ALG1L,-0.197364126831913,1,translational_only,0.655973928953678,1,-1
631,ALG1L2,-0.289494702722984,1,translational_only,0.843651281727431,1,-1
632,ALG1L9P,-0.121126548233843,1,translational_only,0.651075147158305,1,-1
633,ALG2,0.716278009440458,1,translational_only,NA,NA,1
634,ALG3,-0.164154785428251,1,translational_only,NA,NA,1
635,ALG5,-4.71742721136556,1,both,NA,NA,1
636,ALG6,0.156222252218699,1,translational_only,NA,NA,1
637,ALG8,4.97554222392745,0.990194270104826,both,NA,NA,1
638,ALG9,0.199294125304391,1,translational_only,NA,NA,1
639,ALK,0.835349586990508,1,translational_only,NA,NA,1
640,ALKBH1,-0.1218718327788,1,translational_only,NA,NA,1
641,ALKBH2,0.93820770051604,1,translational_only,NA,NA,1
642,ALKBH3,0.477419072449345,1,translational_only,NA,NA,1
643,ALKBH3-AS1,-0.397457291220744,1,translational_only,0.635478866712952,1,1
644,ALKBH4,-0.000592485264349,1,translational_only,0.107220022494059,0.896311199276176,1
645,ALKBH5,0.421691336548208,1,translational_only,NA,NA,1
646,ALKBH6,-0.832216565349244,1,translational_only,NA,NA,1
647,ALKBH7,0.554906686401008,1,translational_only,NA,NA,1
648,ALKBH8,0.39522387215822,1,translational_only,NA,NA,1
649,ALLC,0,1,translational_only,NA,NA,1
650,ALMS1,0.257528915346414,1,translational_only,NA,NA,1
651,ALMS1-IT1,-0.121862301564837,1,translational_only,NA,NA,1
652,ALMS1P,0,1,translational_only,NA,NA,1
653,ALOX12,-0.080802341974362,1,translational_only,0.993092778867545,1,1
654,ALOX12-AS1,0,1,translational_only,NA,NA,1
655,ALOX12B,-1.21079012249655,1,translational_only,NA,NA,1
656,ALOX12P2,-0.349866707204083,1,translational_only,NA,NA,1
657,ALOX15,-0.526530852051211,1,translational_only,NA,NA,1
658,ALOX15B,0,1,translational_only,NA,NA,1
659,ALOX15P1,0,1,translational_only,NA,NA,1
660,ALOX5,-2.38398127710631,1,both,NA,NA,1
661,ALOX5AP,0,1,translational_only,NA,NA,1
662,ALOXE3,0,1,translational_only,NA,NA,1
663,ALPI,0,1,translational_only,NA,NA,1
664,ALPK1,-0.55241674737564,1,translational_only,NA,NA,1
665,ALPK2,0,1,translational_only,NA,NA,1
666,ALPK3,-0.135246067785364,1,translational_only,NA,NA,1
667,ALPL,0,1,translational_only,NA,NA,1
668,ALPP,-0.832221987023235,1,translational_only,NA,NA,1
669,ALPPL2,0,1,translational_only,NA,NA,1
670,ALS2,0.378300010594891,1,translational_only,NA,NA,1
671,ALS2CL,-2.38302938894989,1,both,NA,NA,1
672,ALS2CR11,0,1,translational_only,NA,NA,1
673,ALS2CR12,0,1,translational_only,NA,NA,1
674,ALX1,0,1,translational_only,NA,NA,1
675,ALX3,-0.049233031118888,1,translational_only,0.808435557159954,1,1
676,ALX4,0.725215741942199,1,translational_only,NA,NA,1
677,ALYREF,0.779061369573707,1,translational_only,NA,NA,1
678,AMACR,0,1,translational_only,NA,NA,1
679,AMBN,0,1,translational_only,NA,NA,1
680,AMBP,-0.117796032581181,1,translational_only,NA,NA,1
681,AMBRA1,0.698303096726262,1,translational_only,NA,NA,1
682,AMD1,0.406228607029881,1,translational_only,NA,NA,1
683,AMDHD1,-0.974463134254815,1,translational_only,NA,NA,1
684,AMDHD2,0.395223371959629,1,translational_only,NA,NA,1
685,AMELX,-0.121852782435541,1,translational_only,NA,NA,1
686,AMELY,0,1,translational_only,NA,NA,1
687,AMER1,0.025751346960685,1,translational_only,NA,NA,1
688,AMER2,0,1,translational_only,NA,NA,1
689,AMER3,0.110781223853402,1,translational_only,NA,NA,1
690,AMFR,0.074236890772087,1,translational_only,NA,NA,1
691,AMH,0,1,translational_only,NA,NA,1
692,AMHR2,0,1,translational_only,NA,NA,1
693,AMICA1,0,1,translational_only,NA,NA,1
694,AMIGO1,3.09527900905768,1,both,NA,NA,1
695,AMIGO2,-0.267408481092495,1,translational_only,NA,NA,1
696,AMIGO3,0.62683177599432,1,translational_only,0.604813260420097,1,1
697,AMMECR1,1.20884584116523,1,translational_only,NA,NA,1
698,AMMECR1L,-0.09959168679578,1,translational_only,NA,NA,1
699,AMN,1.20883989850426,1,translational_only,NA,NA,1
700,AMN1,0.629111482283159,1,translational_only,NA,NA,1
701,AMOT,1.64946458674342,1,both,NA,NA,1
702,AMOTL1,0.030235583798211,1,translational_only,0.639937025976849,1,-1
703,AMOTL2,0.350963397814445,1,translational_only,NA,NA,1
704,AMPD1,0,1,translational_only,NA,NA,1
705,AMPD2,-1.0995156517564,1,translational_only,NA,NA,1
706,AMPD3,0.162815677047972,1,translational_only,NA,NA,1
707,AMPH,-0.974462291388434,1,translational_only,NA,NA,1
708,AMT,-0.507749124931172,1,translational_only,0.904552130857884,1,1
709,AMTN,0,1,translational_only,NA,NA,1
710,AMY1A,0,1,translational_only,NA,NA,1
711,AMY1B,0,1,translational_only,NA,NA,1
712,AMY1C,0,1,translational_only,NA,NA,1
713,AMY2A,0,1,translational_only,NA,NA,1
714,AMY2B,2.26672030853776,1,both,NA,NA,1
715,AMZ1,0.002526793166308,1,translational_only,NA,NA,1
716,AMZ2,0.330741067410739,1,translational_only,NA,NA,1
717,AMZ2P1,-3.7711471098677,1,both,NA,NA,1
718,ANAPC1,0.40817941458441,1,translational_only,NA,NA,1
719,ANAPC10,-0.037183461497969,1,translational_only,0.527703620466414,1,-1
720,ANAPC11,0.286895054473137,1,translational_only,0.462128856906075,1,-1
721,ANAPC13,0.317440353009178,1,translational_only,0.708770498824857,1,-1
722,ANAPC15,0.53093426634723,1,translational_only,0.121345736166933,0.941830989504299,-1
723,ANAPC16,0.066383801527203,1,translational_only,0.905309063007459,1,-1
724,ANAPC1P1,-1.89748362278523,1,both,NA,NA,1
725,ANAPC2,-1.29883450225495,1,translational_only,NA,NA,1
726,ANAPC4,0.408834855029261,1,translational_only,NA,NA,1
727,ANAPC5,0.413406592338933,1,translational_only,0.426100931093855,1,-1
728,ANAPC7,-0.324266867442659,1,translational_only,NA,NA,1
729,ANG,0,1,translational_only,NA,NA,1
730,ANGEL1,-2.38397889523921,1,both,NA,NA,1
731,ANGEL2,0.154124979960991,1,translational_only,NA,NA,1
732,ANGPT1,3.09529931468465,1,both,NA,NA,1
733,ANGPT2,0.129937837992238,1,translational_only,0.729530751195766,1,-1
734,ANGPT4,0.53835681900496,1,translational_only,NA,NA,1
735,ANGPTL1,1.2494044884796,1,translational_only,NA,NA,1
736,ANGPTL2,-0.145488364687569,1,translational_only,NA,NA,1
737,ANGPTL3,1.37560699702032,1,translational_only,NA,NA,1
738,ANGPTL4,-0.332293749685654,1,translational_only,NA,NA,1
739,ANGPTL5,-3.240021896316,1,both,NA,NA,1
740,ANGPTL6,-0.109824945546121,1,translational_only,0.697828241574304,1,-1
741,ANGPTL7,-0.394403163255707,1,translational_only,NA,NA,1
742,ANHX,0,1,translational_only,NA,NA,1
743,ANK1,-2.38303249681124,1,both,NA,NA,1
744,ANK2,-1.10041526047266,1,translational_only,NA,NA,1
745,ANK3,0.69635071165648,1,translational_only,NA,NA,1
746,ANKAR,-0.141919234370011,1,translational_only,NA,NA,1
747,ANKDD1A,0.152301077797706,1,translational_only,0.624102677488165,1,-1
748,ANKDD1B,0.71466111851533,1,translational_only,NA,NA,1
749,ANKEF1,0.133710123966673,1,translational_only,NA,NA,1
750,ANKFN1,0,1,translational_only,NA,NA,1
751,ANKFY1,0.449920659449551,1,translational_only,NA,NA,1
752,ANKH,0.201919005633106,1,translational_only,0.449397492115847,1,-1
753,ANKHD1,3.65068518552627,1,both,NA,NA,1
754,ANKHD1-EIF4EBP3,0.727946089894759,1,translational_only,NA,NA,1
755,ANKIB1,0.325286969760292,1,translational_only,NA,NA,1
756,ANKK1,0.721331854975521,1,translational_only,NA,NA,1
757,ANKLE1,0.042177941094205,1,translational_only,0.638986854100767,1,-1
758,ANKLE2,0.385857491643948,1,translational_only,NA,NA,1
759,ANKMY1,0.305592988887451,1,translational_only,0.953283734498905,1,1
760,ANKMY2,1.93500322087714,1,both,NA,NA,1
761,ANKRA2,1.61558042324887,1,both,NA,NA,1
762,ANKRD1,-1.89764456334088,1,both,NA,NA,1
763,ANKRD10,1.8717119664721,1,both,NA,NA,1
764,ANKRD11,-0.048989040124203,1,translational_only,0.774033129370613,1,1
765,ANKRD12,-0.105011768399805,1,translational_only,0.617921824195928,1,-1
766,ANKRD13A,-0.119074209313298,1,translational_only,0.904844679375617,1,-1
767,ANKRD13B,-0.394403419056433,1,translational_only,NA,NA,1
768,ANKRD13C,-0.043924279343994,1,translational_only,0.697309998995869,1,1
769,ANKRD13D,-0.120994698469301,1,translational_only,NA,NA,1
770,ANKRD16,-0.006494798218583,1,translational_only,0.893505491541036,1,-1
771,ANKRD17,0.31884284934241,1,translational_only,0.751555135895044,1,-1
772,ANKRD18A,-0.321308155386591,1,translational_only,NA,NA,1
773,ANKRD18B,0.204669682674564,1,translational_only,NA,NA,1
774,ANKRD18DP,0,1,translational_only,NA,NA,1
775,ANKRD19P,-0.1361361904506,1,translational_only,1,1,1
776,ANKRD2,0,1,translational_only,NA,NA,1
777,ANKRD20A1,0,1,translational_only,NA,NA,1
778,ANKRD20A11P,0.956818435317552,1,translational_only,NA,NA,1
779,ANKRD20A12P,0.213004140648,1,translational_only,0.733516679338533,1,1
780,ANKRD20A19P,0,1,translational_only,NA,NA,1
781,ANKRD20A2,0,1,translational_only,NA,NA,1
782,ANKRD20A3,-0.648110753185336,1,translational_only,NA,NA,1
783,ANKRD20A4,0.50982202970592,1,translational_only,NA,NA,1
784,ANKRD20A5P,0.112434878099758,1,translational_only,NA,NA,1
785,ANKRD20A8P,-1.49930974633301,1,translational_only,NA,NA,1
786,ANKRD20A9P,-0.004839281516999,1,translational_only,1,1,1
787,ANKRD22,1.20196111086284,1,translational_only,NA,NA,1
788,ANKRD23,-0.79822417764244,1,translational_only,NA,NA,1
789,ANKRD24,0,1,translational_only,NA,NA,1
790,ANKRD26,0.402916085263074,1,translational_only,NA,NA,1
791,ANKRD26P1,0,1,translational_only,NA,NA,1
792,ANKRD26P3,0,1,translational_only,NA,NA,1
793,ANKRD27,1.08536339232177,1,translational_only,NA,NA,1
794,ANKRD28,0.449435207998122,1,translational_only,0.090330206973392,0.845144553902854,-1
795,ANKRD29,-3.23817191242234,1,both,NA,NA,1
796,ANKRD30A,2.26671430678755,1,both,NA,NA,1
797,ANKRD30B,-0.593321949847985,1,translational_only,NA,NA,1
798,ANKRD30BL,0.72193646265487,1,translational_only,NA,NA,1
799,ANKRD30BP2,0.029264465734008,1,translational_only,NA,NA,1
800,ANKRD30BP3,0,1,translational_only,NA,NA,1
801,ANKRD31,0,1,translational_only,NA,NA,1
802,ANKRD32,-0.120991151155977,1,translational_only,NA,NA,1
803,ANKRD33,0,1,translational_only,NA,NA,1
804,ANKRD33B,0.033394087964741,1,translational_only,NA,NA,1
805,ANKRD34A,-0.608944764912767,1,translational_only,NA,NA,1
806,ANKRD34B,0,1,translational_only,NA,NA,1
807,ANKRD34C,0,1,translational_only,NA,NA,1
