,Control.vs.Treated.Gene,Control.vs.Treated.mRNA_logFC,Control.vs.Treated.mRNA_FDR,Control.vs.Treated.Change_type,Control.vs.Treated.P.value,Control.vs.Treated.FDR,Control.vs.Treated.Direction
20765,SEMA3G,3.0955808137138,1,both,NA,NA,1
20766,SEMA4A,0,1,translational_only,NA,NA,1
20767,SEMA4B,-0.525563534959969,1,translational_only,NA,NA,1
20768,SEMA4C,0.049906280352907,1,translational_only,NA,NA,1
20769,SEMA4D,-0.441675148385661,1,translational_only,0.772011412380797,1,1
20770,SEMA4F,0.260949329537471,1,translational_only,NA,NA,1
20771,SEMA4G,0.200681957125744,1,translational_only,0.497074274632677,1,-1
20772,SEMA5A,0.75784247009739,1,translational_only,NA,NA,1
20773,SEMA5B,0,1,translational_only,NA,NA,1
20774,SEMA6A,0.795879405096025,1,translational_only,0.162411825302953,1,-1
20775,SEMA6A-AS1,0.391956988358367,1,translational_only,0.658739550899517,1,-1
20776,SEMA6B,1.4935043889356,1,translational_only,NA,NA,1
20777,SEMA6C,-2.38301058322218,1,both,NA,NA,1
20778,SEMA6D,-0.96912870730207,1,translational_only,NA,NA,1
20779,SEMA7A,0.451689933343198,1,translational_only,NA,NA,1
20780,SEMG1,0,1,translational_only,NA,NA,1
20781,SEMG2,0,1,translational_only,NA,NA,1
20782,SENCR,-0.121667671565773,1,translational_only,NA,NA,1
20783,SENP1,0.517988434385809,1,translational_only,NA,NA,1
20784,SENP2,-0.519990415461778,1,translational_only,0.386323332583449,1,1
20785,SENP3,-0.12093627543344,1,translational_only,NA,NA,1
20786,SENP3-EIF4A1,0,1,translational_only,NA,NA,1
20787,SENP5,0.288526086333716,1,translational_only,0.927666205628469,1,-1
20788,SENP6,-0.28057618276904,1,translational_only,NA,NA,1
20789,SENP7,-0.152165088095155,1,translational_only,NA,NA,1
20790,SENP8,3.10548981321731,1,both,NA,NA,1
20791,SEP15,0.179423760799014,1,translational_only,0.868477997628371,1,-1
20792,SEPHS1,0.634491632269183,1,translational_only,NA,NA,1
20793,SEPHS2,0.528821488866999,1,translational_only,NA,NA,1
20794,SEPN1,-0.350715453535454,1,translational_only,0.528769238867336,1,-1
20795,SEPP1,-0.145308530749893,1,translational_only,NA,NA,1
20796,SEPSECS,-0.12166894806315,1,translational_only,NA,NA,1
20797,SEPSECS-AS1,0.136700468944525,1,translational_only,NA,NA,1
20798,SEPT1,-1.41311394952702,1,translational_only,NA,NA,1
20799,SEPT10,0.094966097501202,1,translational_only,0.681696860198104,1,-1
20800,SEPT11,0.61783488859514,1,translational_only,0.062407009594395,0.736113831747367,-1
20801,SEPT12,0,1,translational_only,NA,NA,1
20802,SEPT14,0.907213079495474,1,translational_only,NA,NA,1
20803,SEPT2,0.128944580788907,1,translational_only,0.848996954212532,1,-1
20804,SEPT3,0,1,translational_only,NA,NA,1
20805,SEPT4,-4.15962557074742,1,both,NA,NA,1
20806,SEPT4-AS1,0.425780531744652,1,translational_only,NA,NA,1
20807,SEPT5,0,1,translational_only,NA,NA,1
20808,SEPT5-GP1BB,0,1,translational_only,NA,NA,1
20809,SEPT6,0.744299837625434,1,translational_only,NA,NA,1
20810,SEPT7,0.453971903696253,1,translational_only,NA,NA,1
20811,SEPT7-AS1,0,1,translational_only,NA,NA,1
20812,SEPT7P2,-0.020725917279813,1,translational_only,NA,NA,1
20813,SEPT7P9,2.26223386070015,1,both,NA,NA,1
20814,SEPT8,0.835821700703034,1,translational_only,NA,NA,1
20815,SEPT9,0.213650320652468,1,translational_only,0.704078687421352,1,-1
20816,SEPW1,1.08011935107358,1,translational_only,NA,NA,1
20817,SERAC1,-0.039630830900314,1,translational_only,0.328695686569687,1,-1
20818,SERBP1,0.153955682205835,1,translational_only,0.744707212177966,1,1
20819,SERF1A,0,1,translational_only,NA,NA,1
20820,SERF1B,0,1,translational_only,NA,NA,1
20821,SERF2,0.152365600393021,1,translational_only,NA,NA,1
20822,SERF2-C15ORF63,0,1,translational_only,NA,NA,1
20823,SERGEF,-0.138014041620628,1,translational_only,NA,NA,1
20824,SERHL,-0.006176960051178,1,translational_only,1,1,1
20825,SERHL2,-0.09752606920034,1,translational_only,0.884072157101594,1,-1
20826,SERINC1,-0.09002512006923,1,translational_only,0.451242779875566,1,1
20827,SERINC2,2.26635734104424,1,both,NA,NA,1
20828,SERINC3,0.548891381400839,1,translational_only,NA,NA,1
20829,SERINC4,-0.091662832922015,1,translational_only,1,1,1
20830,SERINC5,-0.074098370362741,1,translational_only,NA,NA,1
20831,SERP1,-0.515542351129096,1,translational_only,0.006515295025501,0.266988813937116,1
20832,SERP2,0,1,translational_only,NA,NA,1
20833,SERPINA1,0,1,translational_only,NA,NA,1
20834,SERPINA10,-0.222657994421832,1,translational_only,NA,NA,1
20835,SERPINA11,0,1,translational_only,NA,NA,1
20836,SERPINA12,3.63399724176798,1,both,NA,NA,1
20837,SERPINA13P,0,1,translational_only,NA,NA,1
20838,SERPINA2,0,1,translational_only,NA,NA,1
20839,SERPINA3,0,1,translational_only,NA,NA,1
20840,SERPINA4,0,1,translational_only,NA,NA,1
20841,SERPINA5,0.92904456563693,1,translational_only,NA,NA,1
20842,SERPINA6,2.26222489915591,1,both,NA,NA,1
20843,SERPINA7,0,1,translational_only,NA,NA,1
20844,SERPINA9,0,1,translational_only,NA,NA,1
20845,SERPINB1,0.673319062885552,1,translational_only,NA,NA,1
20846,SERPINB10,0,1,translational_only,NA,NA,1
20847,SERPINB11,0,1,translational_only,NA,NA,1
20848,SERPINB12,0,1,translational_only,NA,NA,1
20849,SERPINB13,0,1,translational_only,NA,NA,1
20850,SERPINB2,2.2622159617695,1,both,NA,NA,1
20851,SERPINB3,0,1,translational_only,NA,NA,1
20852,SERPINB4,0,1,translational_only,NA,NA,1
20853,SERPINB5,0,1,translational_only,NA,NA,1
20854,SERPINB6,0.477259485932875,1,translational_only,NA,NA,1
20855,SERPINB7,0.780975085744561,1,translational_only,NA,NA,1
20856,SERPINB8,0.262547840344428,1,translational_only,NA,NA,1
20857,SERPINB9,1.04165946096806,1,translational_only,NA,NA,1
20858,SERPINB9P1,-0.132682023037313,1,translational_only,NA,NA,1
20859,SERPINC1,0.72949536025985,1,translational_only,NA,NA,1
20860,SERPIND1,-0.607366577534163,1,translational_only,NA,NA,1
20861,SERPINE1,1.04460697481198,0.824881471087751,translational_only,1.74737066283015E-06,0.000644848376123,-1
20862,SERPINE2,0.125787684670533,1,translational_only,0.543857932858329,1,-1
20863,SERPINE3,-0.209762815608351,1,translational_only,NA,NA,1
20864,SERPINF1,0.130125109920827,1,translational_only,0.443512893801813,1,-1
20865,SERPINF2,0,1,translational_only,NA,NA,1
20866,SERPING1,0,1,translational_only,NA,NA,1
20867,SERPINH1,0.136774532533387,1,translational_only,1,1,1
20868,SERPINI1,2.26220704697262,1,both,NA,NA,1
20869,SERPINI2,0,1,translational_only,NA,NA,1
20870,SERTAD1,1.0816113428412,1,translational_only,NA,NA,1
20871,SERTAD2,-0.3304748554029,1,translational_only,NA,NA,1
20872,SERTAD3,-0.140461452576099,1,translational_only,NA,NA,1
20873,SERTAD4,-2.38300815380637,1,both,NA,NA,1
20874,SERTAD4-AS1,1.63563693169153,1,both,NA,NA,1
20875,SERTM1,0,1,translational_only,NA,NA,1
20876,SESN1,0.971069328488421,1,translational_only,NA,NA,1
20877,SESN2,-1.50764598490187,1,both,NA,NA,1
20878,SESN3,-1.36065080989602,1,translational_only,NA,NA,1
20879,SESTD1,-0.665702918969898,1,translational_only,NA,NA,1
20880,SET,0.273944309779914,1,translational_only,0.358350228892464,1,-1
20881,SETBP1,2.26634725178387,1,both,NA,NA,1
20882,SETD1A,-0.034658290858389,1,translational_only,0.544589982053802,1,1
20883,SETD1B,-0.613539965737568,1,translational_only,NA,NA,1
20884,SETD2,0.318207842573536,1,translational_only,0.462815830358956,1,-1
20885,SETD3,0.473239471384848,1,translational_only,NA,NA,1
20886,SETD4,2.40407516954125,1,both,NA,NA,1
20887,SETD5,0.337468186466537,1,translational_only,0.290957384307788,1,-1
20888,SETD6,-0.043197998279901,1,translational_only,0.938605758179961,1,1
20889,SETD7,0.076264177860715,1,translational_only,0.782731147540799,1,1
20890,SETD8,0.536391723948177,1,translational_only,NA,NA,1
20891,SETD9,0.07077237197014,1,translational_only,NA,NA,1
20892,SETDB1,0.332631662530325,1,translational_only,0.933819313396691,1,-1
20893,SETDB2,0.652120116783756,1,translational_only,NA,NA,1
20894,SETMAR,-0.313118850464827,1,translational_only,0.537090089244461,1,1
20895,SETSIP,0,1,translational_only,NA,NA,1
20896,SETX,0.30733993258406,1,translational_only,0.780596833189935,1,-1
20897,SEZ6,-0.652717804263963,1,translational_only,NA,NA,1
20898,SEZ6L,0,1,translational_only,NA,NA,1
20899,SEZ6L2,0,1,translational_only,NA,NA,1
20900,SF1,0.400484761256677,1,translational_only,0.470942639392607,1,-1
20901,SF3A1,0.238820721746806,1,translational_only,0.90648887768916,1,1
20902,SF3A2,1.05949968665731,1,translational_only,NA,NA,1
20903,SF3A3,0.272596805550091,1,translational_only,0.941112843921093,1,1
20904,SF3B1,0.86616122193394,1,translational_only,0.001189301126588,0.114701486430888,-1
20905,SF3B2,0.1790453454195,1,translational_only,0.829235891730966,1,1
20906,SF3B3,0.516179277661037,1,translational_only,0.116023813834212,0.925800120099086,-1
20907,SF3B4,0.260891943687347,1,translational_only,0.973977274659888,1,-1
20908,SF3B5,-0.132682023037313,1,translational_only,NA,NA,1
20909,SF3B6,0.449663183826679,1,translational_only,NA,NA,1
20910,SFI1,-0.060256297322162,1,translational_only,0.617797747970132,1,1
20911,SFMBT1,0.370719681844095,1,translational_only,NA,NA,1
20912,SFMBT2,-0.365505106153086,1,translational_only,NA,NA,1
20913,SFN,-2.3830057310139,1,both,NA,NA,1
20914,SFPQ,0.559285393630864,1,translational_only,0.056798817155178,0.721187984738142,-1
20915,SFR1,0.536952928218241,1,translational_only,NA,NA,1
20916,SFRP1,-0.033372102100399,1,translational_only,0.759645458210421,1,-1
20917,SFRP2,1.08659032430072,1,translational_only,NA,NA,1
20918,SFRP4,0,1,translational_only,NA,NA,1
20919,SFRP5,2.26219815327758,1,both,NA,NA,1
20920,SFSWAP,0.370349510735664,1,translational_only,NA,NA,1
20921,SFT2D1,2.26217279103774,1,both,NA,NA,1
20922,SFT2D2,0,1,translational_only,NA,NA,1
20923,SFT2D3,0.46641208899069,1,translational_only,0.508644079291544,1,-1
20924,SFTA1P,0,1,translational_only,NA,NA,1
20925,SFTA2,0,1,translational_only,NA,NA,1
20926,SFTA3,0,1,translational_only,NA,NA,1
20927,SFTPA1,0,1,translational_only,NA,NA,1
20928,SFTPA2,0,1,translational_only,NA,NA,1
20929,SFTPB,0.61422077081573,1,translational_only,NA,NA,1
20930,SFTPC,0,1,translational_only,NA,NA,1
20931,SFTPD,0.395579357947407,1,translational_only,NA,NA,1
20932,SFXN1,0.803551381446346,1,translational_only,NA,NA,1
20933,SFXN2,-0.403677825621137,1,translational_only,NA,NA,1
20934,SFXN3,-0.253924897283215,1,translational_only,0.763857321449456,1,1
20935,SFXN4,2.26638400515813,1,both,NA,NA,1
20936,SFXN5,1.36577160116085,1,translational_only,NA,NA,1
20937,SGCA,0.930184192504894,0.265812918904199,translational_only,0.309435334448279,1,-1
20938,SGCB,0.464652876446886,1,translational_only,NA,NA,1
20939,SGCD,0,1,translational_only,NA,NA,1
20940,SGCE,1.00678958571406,1,translational_only,NA,NA,1
20941,SGCG,-0.234955287914033,1,translational_only,0.680584201688313,1,1
20942,SGCZ,-2.38300331464513,1,both,NA,NA,1
20943,SGIP1,0,1,translational_only,NA,NA,1
20944,SGK1,0.420889748240584,1,translational_only,NA,NA,1
20945,SGK2,0,1,translational_only,NA,NA,1
20946,SGK223,-0.974510713760525,1,translational_only,NA,NA,1
20947,SGK3,-3.77136812832923,1,both,NA,NA,1
20948,SGK494,-0.671765135584103,1,translational_only,0.740890702975094,1,1
20949,SGMS1,-0.829492076509927,1,translational_only,NA,NA,1
20950,SGMS1-AS1,-3.23632639896045,1,both,NA,NA,1
20951,SGMS2,0.78070054890765,1,translational_only,NA,NA,1
20952,SGOL1,0.003748558286816,1,translational_only,NA,NA,1
20953,SGOL1-AS1,0.082921596770957,1,translational_only,1,1,1
20954,SGOL2,2.26638227197347,1,both,NA,NA,1
20955,SGPL1,1.48108708487744,0.778388899489654,translational_only,NA,NA,1
20956,SGPP1,-2.38300090450921,1,both,NA,NA,1
20957,SGPP2,-0.215103558241006,1,translational_only,0.789503758789551,1,1
20958,SGSH,-0.136331780808458,1,translational_only,NA,NA,1
20959,SGSM1,1.01209556964068,1,translational_only,NA,NA,1
20960,SGSM2,0.706827686515906,1,translational_only,NA,NA,1
20961,SGSM3,0.532168489094671,1,translational_only,NA,NA,1
20962,SGTA,0.82779179967923,1,translational_only,NA,NA,1
20963,SGTB,0.063214717234613,1,translational_only,0.818474821277408,1,-1
20964,SH2B1,-0.618137408968473,1,translational_only,NA,NA,1
20965,SH2B2,-2.38299850042355,1,both,NA,NA,1
20966,SH2B3,-0.035251214158397,1,translational_only,0.717943018395296,1,-1
20967,SH2D1A,0,1,translational_only,NA,NA,1
20968,SH2D1B,0.729494335017431,1,translational_only,NA,NA,1
20969,SH2D2A,-0.122967957765618,1,translational_only,NA,NA,1
20970,SH2D3A,0.237096161392406,1,translational_only,0.204119018451281,1,1
20971,SH2D3C,0,1,translational_only,NA,NA,1
20972,SH2D4A,2.26214757747296,1,both,NA,NA,1
20973,SH2D4B,0,1,translational_only,NA,NA,1
20974,SH2D5,1.24962686958302,1,translational_only,NA,NA,1
20975,SH2D6,0,1,translational_only,NA,NA,1
20976,SH2D7,0,1,translational_only,NA,NA,1
20977,SH3BGR,2.26211615547284,1,both,NA,NA,1
20978,SH3BGRL,2.40422435593964,1,both,NA,NA,1
20979,SH3BGRL2,0.829131791230024,1,translational_only,NA,NA,1
20980,SH3BGRL3,0.181699494573346,1,translational_only,NA,NA,1
20981,SH3BP1,1.49747798882776,1,translational_only,NA,NA,1
20982,SH3BP2,-0.539185498429909,1,translational_only,0.383430729448509,1,1
20983,SH3BP4,0.345211291591491,1,translational_only,0.8153465084103,1,-1
20984,SH3BP5,0.40925106717353,1,translational_only,0.33469797197321,1,-1
20985,SH3BP5-AS1,-0.125955873697057,1,translational_only,1,1,1
20986,SH3BP5L,-0.769264357954124,1,translational_only,NA,NA,1
20987,SH3D19,0.283999772605812,1,translational_only,0.352070683800367,1,-1
20988,SH3D21,-0.973690743562779,1,translational_only,NA,NA,1
20989,SH3GL1,0.271685698558666,1,translational_only,0.885567750574947,1,-1
20990,SH3GL1P1,0.301423617014144,1,translational_only,NA,NA,1
20991,SH3GL1P2,0.548895252871682,1,translational_only,NA,NA,1
20992,SH3GL2,3.10548981321731,1,both,NA,NA,1
20993,SH3GL3,-1.89586743359512,1,both,NA,NA,1
20994,SH3GLB1,0.540419886248513,1,translational_only,0.093200834551301,0.856331008025531,-1
20995,SH3GLB2,-0.39832799155603,1,translational_only,NA,NA,1
20996,SH3KBP1,0.44483888581025,1,translational_only,0.741243604355327,1,-1
20997,SH3PXD2A,0.18036768731861,1,translational_only,0.630137268407279,1,-1
20998,SH3PXD2A-AS1,-0.637495624094574,1,translational_only,0.520971954369592,1,1
20999,SH3PXD2B,0.478026753571338,1,translational_only,NA,NA,1
21000,SH3RF1,-1.39729544501942,1,translational_only,NA,NA,1
21001,SH3RF2,2.26638054312739,1,both,NA,NA,1
21002,SH3RF3,0.045742291513535,1,translational_only,NA,NA,1
21003,SH3RF3-AS1,-0.299175284635729,1,translational_only,0.80167860969354,1,1
21004,SH3TC1,2.26637886675923,1,both,NA,NA,1
21005,SH3TC2,0.598087338884149,1,translational_only,NA,NA,1
21006,SH3YL1,-0.120930425874919,1,translational_only,NA,NA,1
21007,SHANK1,-0.252373796653161,1,translational_only,0.358491455951235,1,1
21008,SHANK2,-2.3830000778561,1,both,NA,NA,1
21009,SHANK2-AS1,0,1,translational_only,NA,NA,1
21010,SHANK2-AS3,0,1,translational_only,NA,NA,1
21011,SHANK3,0,1,translational_only,NA,NA,1
21012,SHARPIN,0.03891656138981,1,translational_only,NA,NA,1
21013,SHB,-0.144631204763558,1,translational_only,NA,NA,1
21014,SHBG,-0.135201442642334,1,translational_only,NA,NA,1
21015,SHC1,0.264605199437631,1,translational_only,0.373529632262971,1,-1
21016,SHC2,0,1,translational_only,NA,NA,1
21017,SHC3,0.042294370298252,1,translational_only,NA,NA,1
21018,SHC4,-0.132682023037313,1,translational_only,NA,NA,1
21019,SHCBP1,0.786371875481253,1,translational_only,0.006613202188535,0.266988813937116,-1
21020,SHCBP1L,0,1,translational_only,NA,NA,1
21021,SHD,0,1,translational_only,NA,NA,1
21022,SHE,-0.650378247298228,1,translational_only,NA,NA,1
21023,SHF,0.802888786753782,1,translational_only,NA,NA,1
21024,SHFM1,0.736676357481905,1,translational_only,0.061296462717294,0.736113831747367,-1
21025,SHH,0,1,translational_only,NA,NA,1
21026,SHISA2,-0.010740943691158,1,translational_only,NA,NA,1
21027,SHISA3,0,1,translational_only,NA,NA,1
21028,SHISA4,-2.45419564144034,1,both,NA,NA,1
21029,SHISA5,0.517941308356039,1,translational_only,0.219047311186883,1,-1
21030,SHISA6,0,1,translational_only,NA,NA,1
21031,SHISA7,-0.120924581913834,1,translational_only,NA,NA,1
21032,SHISA8,0,1,translational_only,NA,NA,1
21033,SHISA9,0.21445828694567,1,translational_only,0.808435557159954,1,1
21034,SHKBP1,1.76965475269884,1,both,NA,NA,1
21035,SHMT1,0.139962926534771,1,translational_only,0.556971589100206,1,-1
21036,SHMT2,0.720939967246051,1,translational_only,0.017810212062567,0.431421322892325,-1
21037,SHOC2,0.702257403279543,1,translational_only,NA,NA,1
21038,SHOX,-0.116988806415844,1,translational_only,0.857826921849195,1,1
21039,SHOX2,-0.105086097641365,1,translational_only,0.7814178807714,1,1
21040,SHPK,-0.05368910954804,1,translational_only,0.526518709183499,1,1
21041,SHPRH,0.246667523269114,1,translational_only,NA,NA,1
21042,SHQ1,0.033418575320361,1,translational_only,NA,NA,1
21043,SHROOM1,-0.067630432499597,1,translational_only,0.767068788915066,1,-1
21044,SHROOM2,0.763146160662446,1,translational_only,NA,NA,1
21045,SHROOM3,-0.60845358532999,1,translational_only,NA,NA,1
21046,SHROOM4,0.518043984638248,1,translational_only,NA,NA,1
21047,SHTN1,0.957457374438255,1,translational_only,NA,NA,1
21048,SI,0,1,translational_only,NA,NA,1
21049,SIAE,-0.562070868531261,1,translational_only,0.99207491111457,1,1
21050,SIAH1,0.136988430840407,1,translational_only,0.733251808765117,1,-1
21051,SIAH2,-0.251551772830622,1,translational_only,NA,NA,1
21052,SIAH3,0,1,translational_only,NA,NA,1
21053,SIDT1,-0.025376306308182,1,translational_only,NA,NA,1
21054,SIDT2,-0.778963238452068,1,translational_only,NA,NA,1
21055,SIGIRR,0,1,translational_only,NA,NA,1
21056,SIGLEC1,0,1,translational_only,NA,NA,1
21057,SIGLEC10,0.559642518632083,1,translational_only,0.627320692474379,1,-1
21058,SIGLEC11,-0.035833003824014,1,translational_only,0.757229739975293,1,-1
21059,SIGLEC12,0,1,translational_only,NA,NA,1
21060,SIGLEC14,0.556657096688858,1,translational_only,NA,NA,1
21061,SIGLEC15,4.01914692199918,1,both,NA,NA,1
21062,SIGLEC16,-0.690855187370285,1,translational_only,NA,NA,1
21063,SIGLEC17P,-0.973693552831178,1,translational_only,NA,NA,1
21064,SIGLEC5,0,1,translational_only,NA,NA,1
21065,SIGLEC6,0,1,translational_only,NA,NA,1
21066,SIGLEC7,-2.38395529868538,1,both,NA,NA,1
21067,SIGLEC8,0.315218461542405,1,translational_only,NA,NA,1
21068,SIGLEC9,0,1,translational_only,NA,NA,1
21069,SIGLECL1,0,1,translational_only,NA,NA,1
21070,SIGMAR1,-1.02152150626008,1,translational_only,NA,NA,1
21071,SIK1,-3.23817204862559,1,both,NA,NA,1
21072,SIK2,0.379911136836507,1,translational_only,0.466933416844419,1,-1
21073,SIK3,2.40422319291918,1,both,NA,NA,1
21074,SIKE1,-1.23249072481869,1,translational_only,NA,NA,1
21075,SIL1,0.354111750849096,1,translational_only,NA,NA,1
21076,SIM1,0,1,translational_only,NA,NA,1
21077,SIM2,-0.0247198461749,1,translational_only,0.94340963464523,1,-1
21078,SIMC1,0.727846149889299,1,translational_only,NA,NA,1
21079,SIN3A,-0.302543627568249,1,translational_only,0.28035422344418,1,1
21080,SIN3B,0.108908422793341,1,translational_only,NA,NA,1
21081,SIPA1,0.040873439911612,1,translational_only,NA,NA,1
21082,SIPA1L1,0.474256762263639,1,translational_only,NA,NA,1
21083,SIPA1L2,0.823380844967144,1,translational_only,NA,NA,1
21084,SIPA1L3,0.138219880545365,1,translational_only,NA,NA,1
21085,SIRPA,1.25065197311316,1,translational_only,NA,NA,1
21086,SIRPB1,0,1,translational_only,NA,NA,1
21087,SIRPB2,-0.696834036722214,1,translational_only,NA,NA,1
21088,SIRPD,0,1,translational_only,NA,NA,1
21089,SIRPG,0,1,translational_only,NA,NA,1
21090,SIRPG-AS1,0,1,translational_only,NA,NA,1
21091,SIRT1,0.233169211480549,1,translational_only,NA,NA,1
21092,SIRT2,2.19290371375796,1,both,NA,NA,1
21093,SIRT3,0.046928192736394,1,translational_only,0.706146419299956,1,-1
21094,SIRT4,3.11489774455089,1,both,NA,NA,1
21095,SIRT5,-0.050902355652229,1,translational_only,0.686152939717233,1,1
21096,SIRT6,1.09358876428498,1,translational_only,NA,NA,1
21097,SIRT7,-0.142315750664569,1,translational_only,NA,NA,1
21098,SIT1,0,1,translational_only,NA,NA,1
21099,SIVA1,-0.525865436583279,1,translational_only,NA,NA,1
21100,SIX1,-2.38396154117848,1,both,NA,NA,1
21101,SIX2,0,1,translational_only,NA,NA,1
21102,SIX3,0,1,translational_only,NA,NA,1
21103,SIX3-AS1,0,1,translational_only,NA,NA,1
21104,SIX4,0.609018867739171,1,translational_only,0.591571662525023,1,-1
21105,SIX5,0.215102895031025,1,translational_only,0.651463636026845,1,1
21106,SIX6,0,1,translational_only,NA,NA,1
21107,SKA1,-0.103513665130826,1,translational_only,0.719230539473171,1,-1
21108,SKA2,0.43494465096466,1,translational_only,0.066358961129234,0.754530402378376,-1
21109,SKA3,1.47141030946437,1,translational_only,NA,NA,1
21110,SKAP1,-0.116956493660559,1,translational_only,NA,NA,1
21111,SKAP2,-0.616922711845123,1,translational_only,NA,NA,1
21112,SKI,0.046108514444699,1,translational_only,NA,NA,1
21113,SKIDA1,0.263095912434664,1,translational_only,NA,NA,1
21114,SKIL,0.474673373219093,1,translational_only,NA,NA,1
21115,SKINTL,0,1,translational_only,NA,NA,1
21116,SKIV2L,0.388013795457917,1,translational_only,0.31068088761344,1,-1
21117,SKIV2L2,0.135085382520751,1,translational_only,0.686896283651103,1,-1
21118,SKOR1,0,1,translational_only,NA,NA,1
21119,SKOR2,0,1,translational_only,NA,NA,1
21120,SKP1,-0.178014026219303,1,translational_only,0.34960417603667,1,1
21121,SKP1P2,0.625211430467683,1,translational_only,NA,NA,1
21122,SKP2,-0.772973513601113,1,translational_only,0.078996781891854,0.81630007954916,1
21123,SLA,3.11488942333308,1,both,NA,NA,1
21124,SLA2,-0.206475930864641,1,translational_only,0.752616966386232,1,1
21125,SLAIN1,0,1,translational_only,NA,NA,1
21126,SLAIN2,1.30296595779685,1,translational_only,NA,NA,1
21127,SLAMF1,0,1,translational_only,NA,NA,1
21128,SLAMF6,-0.358127537510206,1,translational_only,NA,NA,1
21129,SLAMF7,0.668440683175964,1,translational_only,NA,NA,1
21130,SLAMF8,0.425450263792393,1,translational_only,0.818561808164443,1,1
21131,SLAMF9,0,1,translational_only,NA,NA,1
21132,SLBP,1.0396034649611,1,translational_only,0.002085267057779,0.160495296662645,-1
21133,SLC10A1,1.24268385935666,1,translational_only,NA,NA,1
21134,SLC10A2,0,1,translational_only,NA,NA,1
21135,SLC10A3,-0.129922264049626,1,translational_only,NA,NA,1
21136,SLC10A4,2.26210931347132,1,both,NA,NA,1
21137,SLC10A5,0,1,translational_only,NA,NA,1
21138,SLC10A6,0,1,translational_only,NA,NA,1
21139,SLC10A7,0,1,translational_only,NA,NA,1
21140,SLC11A1,0.354748096395062,1,translational_only,NA,NA,1
21141,SLC11A2,-0.31849564831736,1,translational_only,0.760664510885772,1,1
21142,SLC12A1,0,1,translational_only,NA,NA,1
21143,SLC12A2,0.604295941379693,1,translational_only,NA,NA,1
21144,SLC12A3,-1.50790188481408,1,both,NA,NA,1
21145,SLC12A4,0.099657746550036,1,translational_only,NA,NA,1
21146,SLC12A5,0.722112646619943,1,translational_only,NA,NA,1
21147,SLC12A6,-0.175247854162806,1,translational_only,0.490434197289007,1,-1
21148,SLC12A7,2.26639441733049,1,both,NA,NA,1
21149,SLC12A8,0.886138310705082,1,translational_only,NA,NA,1
21150,SLC12A9,4.04201109361336,1,both,NA,NA,1
21151,SLC13A1,0,1,translational_only,NA,NA,1
21152,SLC13A2,0,1,translational_only,NA,NA,1
21153,SLC13A3,0,1,translational_only,NA,NA,1
21154,SLC13A4,0.119689708631699,1,translational_only,0.925662548867457,1,1
21155,SLC13A5,0,1,translational_only,NA,NA,1
21156,SLC14A1,0.207132941309921,1,translational_only,NA,NA,1
21157,SLC14A2,0.294153735396625,1,translational_only,0.630258156207404,1,-1
21158,SLC14A2-AS1,-2.38396269771911,1,both,NA,NA,1
21159,SLC15A1,-0.403593555188699,1,translational_only,NA,NA,1
21160,SLC15A2,0.785949156338854,1,translational_only,NA,NA,1
21161,SLC15A3,0.121693525150696,1,translational_only,0.246029457927305,1,1
21162,SLC15A4,0.246317404096601,1,translational_only,NA,NA,1
21163,SLC15A5,2.26640067561122,1,both,NA,NA,1
21164,SLC16A1,0.58254217068427,1,translational_only,NA,NA,1
21165,SLC16A1-AS1,0,1,translational_only,NA,NA,1
21166,SLC16A10,0,1,translational_only,NA,NA,1
21167,SLC16A11,-0.396206717957661,1,translational_only,NA,NA,1
21168,SLC16A12,-0.144663959192575,1,translational_only,NA,NA,1
21169,SLC16A12-AS1,1.24938932164898,1,translational_only,NA,NA,1
21170,SLC16A13,0,1,translational_only,NA,NA,1
21171,SLC16A14,0.778544391165802,1,translational_only,NA,NA,1
21172,SLC16A2,-0.608946808514903,1,translational_only,NA,NA,1
21173,SLC16A3,0.527329699821139,1,translational_only,NA,NA,1
21174,SLC16A4,0.095310968675906,1,translational_only,0.883733777414444,1,1
21175,SLC16A5,0,1,translational_only,NA,NA,1
21176,SLC16A6,-0.146623018057238,1,translational_only,0.003840297652741,0.208336147661209,1
21177,SLC16A7,0.402921613337028,1,translational_only,NA,NA,1
21178,SLC16A8,0.414402196743877,1,translational_only,NA,NA,1
21179,SLC16A9,0,1,translational_only,NA,NA,1
21180,SLC17A1,0,1,translational_only,NA,NA,1
21181,SLC17A2,0,1,translational_only,NA,NA,1
21182,SLC17A3,0,1,translational_only,NA,NA,1
21183,SLC17A4,0,1,translational_only,NA,NA,1
21184,SLC17A5,-0.23972478329735,1,translational_only,NA,NA,1
21185,SLC17A6,0,1,translational_only,NA,NA,1
21186,SLC17A7,0,1,translational_only,NA,NA,1
21187,SLC17A8,0,1,translational_only,NA,NA,1
21188,SLC17A9,0,1,translational_only,NA,NA,1
21189,SLC18A1,0,1,translational_only,NA,NA,1
21190,SLC18A2,0.123522172254317,1,translational_only,1,1,1
21191,SLC18A3,0,1,translational_only,NA,NA,1
21192,SLC18B1,0,1,translational_only,NA,NA,1
21193,SLC19A1,1.61560654012362,1,both,NA,NA,1
21194,SLC19A2,2.26640691640083,1,both,NA,NA,1
21195,SLC19A3,-1.65073779792725,1,both,NA,NA,1
